Timestamp,A_x,A_y,A_z,Speed,Lane_Change,No_Of_Veh,Dist_Veh,GPS,X_pos,Phi_angle,Road_width,Target,Driver_tag,Vehicle_Flag,norm_avail,accr_avail,brek_avail,llc_avail,rlc_avail
302,-0.0191,-0.0269,-0.0049,108.4,1,1,999,109.2571429,1.457,0.139,3.256,4,11,0,1,1,1,1,1
354,-0.0049,0.0091,-0.02646,115.7,0,2,70.05,115.2625,0.27,0.069,3.301,0,11,1,1,1,1,1,1
154,-0.0137,-0.0193,-0.05978,119.6,0,1,43.15,120.3875,0.131,0.069,3.467,0,11,1,1,1,1,1,1
402,-0.0227,0.0833,-0.0343,74.2,0,1,18.64,74.88571429,0.848,0.188,4.461,0,11,1,1,1,1,1,1
486,-0.0124,0.0074,-0.05292,100.65,0,1,999,100,0.29,0.045,3.204,0,11,0,1,1,1,1,1
346,-0.0247,-0.0099,-0.10192,110.9,0,2,61.74,110.7285714,0.15,0.075,3.315,2,11,1,1,1,1,1,1
526,-0.0246,-0.0094,0.10094,124.5,0,0,999,124.1,-0.294,0.081,3.367,1,11,0,1,1,1,1,1
228,-0.001,-0.0108,-0.09212,122.8,0,0,999,122.5428571,-0.02,0.061,3.204,2,11,0,1,1,1,1,1
821,-0.0056,0.0037,0.02744,87.1,0,1,14.12,88,-0.081,0.059,3.005,0,11,1,1,1,1,1,1
805,-0.0108,-0.0067,0.16856,101.4,0,3,92.43,102.1,0.07,0.061,3.219,1,11,1,1,1,1,1,1
259,-0.0186,-0.0071,-0.13622,121.9,0,0,999,121.9,-0.199,0.056,3.447,2,11,0,1,1,1,1,1
217,0.0021,-0.0418,0.09212,121.4,0,2,999,121.1375,0.03,0.056,3.13,1,11,0,1,1,1,1,1
680,-0.008666667,0.002222222,-0.070777778,119.3,0,0,999,119.6,-0.36,0.098,3.625,0,11,0,1,1,1,1,1
363,-0.0077,-0.0158,-0.15974,113.1,0,2,42.27,114.0428571,0.09,0.09,3.288,2,11,1,1,1,1,1,1
437,-0.0528,-0.0582,-0.11662,77.7,0,1,999,78,0.129,0.085,3.296,2,11,0,1,1,1,1,1
51,-0.0021,0.005,0.15288,106.3,0,2,19.34,106.8444444,-0.16,0.139,3.422,1,11,1,1,1,1,1,1
585,-0.0087,0.0013,0.01568,123,0,0,999,122.9,-0.18,0.115,3.294,0,11,0,1,1,1,1,1
398,-0.0024,0.0311,-0.19796,81.3,0,3,17.08,83.8,-0.12,0.088,3.716,2,11,1,1,1,1,1,1
857,0.0041,-0.0027,0.02842,78.6,0,1,56.84,79,-0.101,0.181,3.129,0,11,1,1,1,1,1,1
591,0.0157,0.013,0.0882,121.7,0,1,999,122.9,0.08,0.074,3.195,1,11,0,1,1,1,1,1
806,-0.0031,0.0017,0.06468,100.6,0,3,94.83,101.4,0.051,0.088,3.214,1,11,1,1,1,1,1,1
130,-0.0113,0.0275,-0.09016,117.7,0,2,78.83,117.6,0.099,0.064,3.447,2,11,1,1,1,1,1,1
716,-0.0118,0.003,0.00588,107.2,0,4,40.27,106.7,-0.199,0.11,3.322,0,11,1,1,1,1,1,1
481,-0.0107,-0.0205,0.10682,91,0,2,12.51,90.7,0.433,0.001,3.432,1,11,1,1,1,1,1,1
383,-0.0074,-0.003,-0.05978,97.3,0,1,21.94,97.5625,0.08,0.048,3.067,0,11,1,1,1,1,1,1
558,0.0047,0.0231,0.22344,114.9,0,2,82.71,115.3,-0.3,0.077,3.246,1,11,1,1,1,1,1,1
854,-0.015111111,-0.011444444,0.027222222,78.8,0,1,49.76,79.4,1.691,0.229,3.283,0,11,1,1,1,1,1,1
791,-0.002,-0.0052,-0.14602,105.8,0,1,999,106.5,0.181,0.085,3.246,2,11,0,1,1,1,1,1
563,-0.0088,-0.0035,-0.00882,116.3,0,2,51.44,116.2,-0.08,0.116,3.333,0,11,1,1,1,1,1,1
734,-0.0142,0.0093,0.01764,106.8,0,1,30.56,105.9,0.121,0.051,3.301,0,11,1,1,1,1,1,1
472,-0.0119,0.0029,-0.07056,95.1,0,0,999,95.9,-0.51,0.042,3.799,0,11,0,1,1,1,1,1
216,0.0033,-0.0184,0.08624,121.1,0,1,999,121.1,0.04,0.038,3.148,1,11,0,1,1,1,1,1
537,-0.0107,-0.0086,-0.0539,129.3,0,1,999,129.9,-0.283,0.133,3.41,0,11,0,1,1,1,1,1
699,-0.0124,0.0009,0.05488,110.4,0,1,37.95,109.5,-0.242,0.078,3.182,0,11,1,1,1,1,1,1
364,-0.0136,-0.035,-0.03136,111.9,0,1,42.12,112.9285714,0.181,0.054,3.329,0,11,1,1,1,1,1,1
456,0.0072,0.0959,0.00882,72.8,0,0,999,70.5,0.39,0.142,3.624,0,11,0,1,1,1,1,1
248,-0.0272,0.012,-0.10094,122.7,0,1,999,122,-0.181,0.051,3.144,2,11,0,1,1,1,1,1
739,-0.0093,-0.0043,0.05488,109.7,0,1,29.41,109.3,-0.03,0.083,3.252,0,11,1,1,1,1,1,1
825,-0.002777778,0.001222222,0.095822222,89.1,0,1,20.31,87.6,-0.02,0.128,2.979,1,11,1,1,1,1,1,1
550,-0.0133,-0.0023,-0.06762,123.7,0,2,999,123.2,-0.269,0.067,3.275,0,11,0,1,1,1,1,1
773,-0.0091,0.0013,0.0294,109.4,0,1,26.75,109.7,0.061,0.075,3.198,0,11,1,1,1,1,1,1
494,-0.0043,0.0037,-0.0735,116.2,0,0,999,115,-0.14,0.161,3.303,0,11,0,1,1,1,1,1
669,-0.0076,0.0014,0.04116,118.4,0,0,999,118.825,0.162,0.118,3.306,0,11,0,1,1,1,1,1
860,-0.010777778,-0.010888889,0.074044444,77.5,0,1,58.11,78.325,-0.091,0.137,3.161,1,11,1,1,1,1,1,1
117,0.0042,-0.0035,-0.13622,116.2,0,1,999,115.2222222,0.12,0.049,3.275,2,11,0,1,1,1,1,1
829,-0.0155,0.0101,0.13818,90,0,2,30.24,89.4,0.151,0.133,3.102,1,11,1,1,1,1,1,1
176,-0.0092,-0.0071,-0.08232,121.9,0,1,74.48,122.075,0,0.058,3.296,2,11,1,1,1,1,1,1
289,-0.0128,-0.0064,0.02842,110.5,0,2,29.38,110.7571429,-0.21,0.086,3.177,0,11,1,1,1,1,1,1
84,-0.0162,0.0128,-0.0392,113,0,1,999,113.1777778,-0.203,0.108,3.604,0,11,0,1,1,1,1,1
353,-0.0079,-0.0169,-0.15974,115.2,0,2,70.29,114.9,0.271,0.048,3.26,2,11,1,1,1,1,1,1
268,0.0011,-0.0411,-0.0196,115.6,0,2,54.66,115.775,0,0.04,3.303,0,11,1,1,1,1,1,1
630,-0.030888889,0.006555556,0.027222222,122.5,0,0,999,122.8,-0.154,0.061,3.217,0,11,0,1,1,1,1,1
388,-0.0127,-0.0265,0.08624,93.2,0,3,18.51,94.74285714,-0.11,0.069,3.133,1,11,1,1,1,1,1,1
741,-0.0085,0.0071,-0.41454,109.7,0,2,28.21,111,0.041,0.107,3.245,2,11,1,1,1,1,1,1
474,-0.0274,-0.0128,0.0049,92.9,0,1,999,92.1,-0.568,0.144,3.489,0,11,0,1,1,1,1,1
14,-0.0044,-0.0149,-1.0535,85.5,0,0,999,83.05,0.3,0.047,3.5,2,11,0,1,1,1,1,1
726,-0.0181,0.0044,-0.00392,106.6,0,2,26.25,108,-0.01,0.103,3.31,0,11,1,1,1,1,1,1
465,-0.0091,-0.0166,-0.10976,97.2,0,0,999,96,-0.229,0.06,3.741,2,11,0,1,1,1,1,1
707,0.0045,0.0145,0.2254,103.5,0,3,28.31,103,-0.122,0.098,3.178,1,11,1,1,1,1,1,1
827,-0.0112,0.0183,-0.1813,90.2,0,2,23.76,89.4,-0.02,0.088,3.001,2,11,1,1,1,1,1,1
214,0.0024,0.0073,0.10094,120.9,0,1,999,121.1,-0.09,0.081,3.157,1,11,0,1,1,1,1,1
224,0.0075,-0.0072,-0.14504,123.6,0,1,999,123.3375,-0.04,0.093,3.212,2,11,0,1,1,1,1,1
344,-0.0041,0.0093,0.05096,110.4,0,1,54.84,109.525,-0.06,0.118,3.406,0,11,1,1,1,1,1,1
137,-0.011666667,0.009111111,-0.047911111,119.2,-1,2,74.82,118.0625,0,0.054,3.407,3,11,1,1,1,1,1,1
622,0.000888889,0.029444444,0.060977778,122.1,0,1,999,122.4,-0.081,0.051,3.196,0,11,0,1,1,1,1,1
350,-0.0073,0.0068,0.0245,113.2,0,2,79.3,112.5,0.43,0.071,3.25,0,11,1,1,1,1,1,1
158,0.0056,-0.0117,0.12446,117.5,0,2,24.37,116.975,0.05,0.075,3.253,1,11,1,1,1,1,1,1
557,-0.0161,0.0008,-0.01764,115.3,0,2,90.12,118.2,-0.191,0.108,3.281,0,11,1,1,1,1,1,1
576,-0.0088,-0.0011,-0.00392,121.6,0,1,999,120.4,0.489,0.004,3.154,0,11,0,1,1,1,1,1
54,0.012,0.042,0.16562,110.1,-1,2,13.42,108.4375,0,0,3.362,3,11,1,1,1,1,1,1
28,-0.0124,0.0067,-0.08232,84.1,0,3,17.64,84.9,0.623,0.023,3.294,2,11,1,1,1,1,1,1
866,-0.024,0.0132,-0.24794,65.8,0,1,31.58,71.4,0.377,0.071,3.481,2,11,1,1,1,1,1,1
757,-0.0059,0.0116,-0.03822,109.9,0,1,22.02,108.6,0.222,0.115,3.255,0,11,1,1,1,1,1,1
849,-0.0217,0.0054,-0.45276,83.7,0,1,34.03,85.3,0.564,0.096,3.34,2,11,1,1,1,1,1,1
851,-0.028222222,0.019888889,0.452977778,78.2,1,1,999,79.325,1.483,0.156,3.413,4,11,0,1,1,1,1,1
46,-0.0004,-0.0035,0.14994,104.2,0,1,22.53,104.52,-0.193,0.128,3.386,1,11,1,1,1,1,1,1
568,-0.0065,0.0152,-0.0294,115,0,2,53.55,116.1,-0.262,0.1,3.329,0,11,1,1,1,1,1,1
88,-0.0031,-0.0009,-0.00294,109.4,0,1,99.65,109.575,0.29,0.127,3.603,0,11,1,1,1,1,1,1
750,-0.005333333,-0.006111111,-0.0784,108.1,0,1,22.8,109.8,-0.04,0.074,3.392,2,11,1,1,1,1,1,1
253,-0.0084,0.0308,-0.04116,123.6,0,0,999,122.9,0.37,0.139,3.151,0,11,0,1,1,1,1,1
625,-0.012555556,-0.004555556,-0.021777778,122.8,0,1,999,122.5,-0.241,0.079,3.22,0,11,0,1,1,1,1,1
322,-0.0118,0.0014,-0.03822,103.8,0,1,36.21,103.6,0.01,0.08,3.28,0,11,1,1,1,1,1,1
231,-0.0307,-0.0071,-0.10682,120.2,0,1,110.45,120.6285714,-0.17,0.114,3.306,2,11,1,1,1,1,1,1
459,-0.0698,-0.0235,-0.01862,83.7,0,0,999,80.9,0.161,-0.008,3.848,0,11,0,1,1,1,1,1
201,-0.0122,0.0097,-0.01372,120.2,0,1,999,120.2875,-0.03,0.058,3.454,0,11,0,1,1,1,1,1
267,0.0103,-0.0141,0.0245,115.8,0,1,71.53,115.2,0.02,0.074,3.225,0,11,1,1,1,1,1,1
165,-0.009222222,-0.006666667,0.053355556,119.3,0,2,24.16,117.9,0.06,0.16,3.21,0,11,1,1,1,1,1,1
648,0.0022,-0.0261,-0.0735,122.5,0,0,999,122.3,-0.179,0.119,3.23,0,11,0,1,1,1,1,1
252,-0.0168,-0.0163,-0.13818,122.8,0,0,999,122.6,0.04,0.12,3.17,2,11,0,1,1,1,1,1
185,-0.0113,0.0076,0.01568,120.5,0,1,999,120.4125,0.04,0.075,3.384,0,11,0,1,1,1,1,1
460,-0.061111111,-0.043777778,-0.184022222,88.1,0,0,999,83.7,-0.03,0.038,4.059,2,11,0,1,1,1,1,1
660,-0.015,0.005444444,0.011977778,119.2,0,0,999,119.5,0.162,0.03,5.191,0,11,0,1,1,1,1,1
552,0.0065,-0.025,-0.14308,123,0,3,111.46,122.9,-0.351,0.101,3.268,2,11,1,1,1,1,1,1
695,0.003,0.0132,-0.0343,112,0,1,48.01,111.6,-0.3,0.084,2.842,0,11,1,1,1,1,1,1
592,0.0057,-0.0163,0.08722,121.9,0,1,999,121.7,0.199,0.065,3.211,1,11,0,1,1,1,1,1
111,-0.0041,-0.0052,0.03234,113.3,0,2,999,112.95,0.161,0.033,3.397,0,11,0,1,1,1,1,1
604,0.0033,-0.0181,0.00588,118.3,0,0,999,118.9,0,0,3.238,0,11,0,1,1,1,1,1
588,-0.0045,0.0145,-0.08428,123,0,0,999,123,-0.14,0.15,3.273,2,11,0,1,1,1,1,1
638,-0.0002,-0.0216,-0.06174,122.4,0,1,999,123.2,1.435,0.148,3.249,0,11,0,1,1,1,1,1
141,-0.0087,-0.0047,-0.03528,121.3,0,1,98.1,120.3375,-0.01,0.029,3.387,0,11,1,1,1,1,1,1
843,-0.0173,0.0607,-0.11172,91.8,0,3,41.9,93.2,0.708,0.026,3.295,2,11,1,1,1,1,1,1
574,-0.0179,-0.0188,-0.049,118.2,0,1,999,118,0,0,3.279,0,11,0,1,1,1,1,1
608,-0.0056,0.0045,0.07056,118.9,0,0,999,118.3,-0.04,0.12,3.358,1,11,0,1,1,1,1,1
389,-0.0146,0.0025,0.15876,95,0,3,18.39,93.45714286,-0.1,0.081,3.113,1,11,1,1,1,1,1,1
58,-0.0257,-0.0243,-0.11172,115.3,0,0,999,114.6777778,-0.118,0.091,3.338,2,11,0,1,1,1,1,1
788,-0.0106,0.0105,0.05194,107.1,0,1,999,104.3333333,0.061,0.071,3.175,0,11,0,1,1,1,1,1
727,0.0014,-0.016,0.0392,106.2,0,1,24.96,106.6,0,0.095,3.212,0,11,1,1,1,1,1,1
499,-0.0144,-0.038,-0.02352,118.2,1,0,999,117.1,1.523,0.134,3.395,4,11,0,1,1,1,1,1
800,-0.002555556,-0.002444444,-0.026133333,106.3,0,1,999,106.8,0.294,0.043,3.196,0,11,0,1,1,1,1,1
343,-0.0088,-0.0043,0.12544,109.4,0,1,54.18,109.575,-0.08,0.136,3.336,1,11,1,1,1,1,1,1
493,-0.0108,0.0117,0.02156,115,0,1,999,113.7,-0.12,0.088,3.335,0,11,0,1,1,1,1,1
246,-0.0082,0.0113,-0.02548,122,0,2,999,121,0.1,0.055,3.219,0,11,0,1,1,1,1,1
356,-0.013,0.007888889,-0.3038,116.2,0,2,65.66,115.7625,0.1,0.039,3.309,2,11,1,1,1,1,1,1
615,-0.0195,0.0187,-0.08232,122.1,0,0,999,121.525,-0.82,0.089,3.479,2,11,0,1,1,1,1,1
219,0.009666667,-0.030777778,0.007622222,123.6,0,1,999,122.4857143,0.09,0.067,3.21,0,11,0,1,1,1,1,1
455,0.0151,0.1576,0.06076,70.5,0,0,999,66.6,0.132,0.209,3.448,0,11,0,1,1,1,1,1
751,-0.0175,-0.0072,-0.04508,106.8,0,1,22.58,108.1,0.111,0.093,3.382,0,11,1,1,1,1,1,1
589,-0.0142,0.0011,0.03822,122.5,0,0,999,123,-0.069,0.11,3.289,0,11,0,1,1,1,1,1
676,-0.0113,0.0017,0.04214,118.7,0,0,999,118.5,-0.343,0.078,3.239,0,11,0,1,1,1,1,1
227,0.0021,0.0059,0.03332,122.5,0,0,999,122.7571429,-0.02,0.101,3.157,0,11,0,1,1,1,1,1
123,-0.0037,-0.009,-0.06076,118.3,0,2,999,118.0375,-0.01,0.046,3.419,0,11,0,1,1,1,1,1
590,3.08E-18,-0.008,0.040288889,122.9,0,1,999,122.5,0.05,0.11,3.221,0,11,0,1,1,1,1,1
208,-0.0182,0.0145,-0.0294,122.7,0,0,999,122.175,0.39,0.064,3.322,0,11,0,1,1,1,1,1
642,-0.002,0.0041,0.05782,121.7,0,1,999,121.9,-0.284,0.11,3.287,0,11,0,1,1,1,1,1
841,-0.0195,-0.005,-0.20286,93.4,0,3,40.41,94.7,0.728,0.056,3.05,2,11,1,1,1,1,1,1
140,-0.016777778,0.022555556,-0.074044444,120.2,0,2,101.55,119.85,0.379,0.015,3.366,0,11,1,1,1,1,1,1
235,-0.0117,-0.0126,-0.0049,116,0,1,39.24,117.4,-0.242,0.187,3.021,0,11,1,1,1,1,1,1
677,-0.0052,0.0163,0.01568,118.7,0,0,999,118.7,-0.398,0.109,3.265,0,11,0,1,1,1,1,1
714,-0.0113,-1.00E-04,0.03822,106.2,0,3,45.08,106.4,-0.194,0.16,3.274,0,11,1,1,1,1,1,1
564,-0.0204,-0.001,-0.02254,116.4,0,2,48.1,116.3,-0.01,0.099,3.295,0,11,1,1,1,1,1,1
242,0.006,-0.0009,0.03528,117.7,0,1,999,116.6714286,0.119,0.121,3.171,0,11,0,1,1,1,1,1
26,-0.010333333,-0.025777778,0.069688889,84,0,2,17.17,84.7875,0.58,0.069,3.339,1,11,1,1,1,1,1,1
518,-0.0098,0.0025,-0.04802,123.3,0,0,999,123.7,-0.256,0.145,4.086,0,11,0,1,1,1,1,1
776,1.00E-04,-0.0062,-0.10878,106.9,0,1,27.4,109,0.01,0.1,3.347,2,11,1,1,1,1,1,1
127,-0.013,-0.012,0.04508,118.5,0,2,999,118.4125,0.03,0.123,3.407,0,11,0,1,1,1,1,1
496,-0.0055,0.0017,-0.06468,117.8,0,0,999,117.2,-0.06,0.131,3.328,0,11,0,1,1,1,1,1
221,1.00E-04,-0.0097,-0.07252,123.4,0,1,999,123.1428571,0.12,0.044,3.169,0,11,0,1,1,1,1,1
180,0.0009,0.026,0.08428,120.6,0,2,60.04,120.6,-0.149,0.094,3.308,1,11,1,1,1,1,1,1
756,-0.0042,0.0038,-0.06174,108.6,0,1,21.85,108,0.101,0.114,3.281,0,11,1,1,1,1,1,1
453,0.0165,-0.1947,-0.18424,63.3,0,1,999,61.5,0,0.07,4.686,2,11,0,1,1,1,1,1
525,-0.0058,0.0058,0.03626,124.1,0,0,999,124.4,-0.201,0.106,3.304,0,11,0,1,1,1,1,1
779,-0.0069,0.0196,0.3234,106.1,0,1,28.19,105,0.352,0.129,3.238,1,11,1,1,1,1,1,1
338,-0.0245,0.0019,0.06272,107.9,0,1,53.86,108.6875,-0.14,0.092,3.349,0,11,1,1,1,1,1,1
852,-0.014909091,-0.016454545,0.326072727,77.5,0,1,42.06,78.2,0.081,0.134,3.333,1,11,1,1,1,1,1,1
404,-0.006,-0.0368,-0.26852,72.9,0,1,16.82,72.98571429,0.15,0.022,5.5,2,11,1,1,1,1,1,1
767,-0.0123,-0.0112,0.0931,110.5,0,1,29.71,110.5,-0.02,0.115,3.301,1,11,1,1,1,1,1,1
639,3.47E-19,-0.0209,-0.12642,122.4,1,1,999,122.6,1.445,0.032,3.409,4,11,0,1,1,1,1,1
712,-0.0131,0.0066,-0.32046,106.5,0,2,51.99,107,-0.25,0.063,3.265,2,11,1,1,1,1,1,1
628,-0.0137,-0.0187,0.0392,123.4,0,1,999,123.4,-0.112,0.194,3.263,0,11,0,1,1,1,1,1
458,-0.0117,0.0284,0.12054,80.9,0,0,999,76.3,0.512,0.038,3.668,1,11,0,1,1,1,1,1
735,0.0062,0.0054,0.02156,107,0,1,31.3,106.8,-0.051,0.05,3.391,0,11,1,1,1,1,1,1
466,-0.0249,-0.0007,-0.1666,97.9,0,0,999,97.2,-0.331,0.078,3.744,2,11,0,1,1,1,1,1
775,-0.0069,-0.0017,-0.17248,109,0,1,28.14,109.7,-0.071,0.09,3.374,2,11,1,1,1,1,1,1
672,-0.0159,0.0034,0.07056,117.8,0,1,999,117.6,0.092,0.089,3.267,1,11,0,1,1,1,1,1
872,-0.0161,0.0463,0.23324,48.9,0,1,999,51.2,1.437,0.209,3.794,1,11,0,1,1,1,1,1
182,-0.0058,0.0182,-0.04116,120.8,0,1,71.18,121.1,-0.099,0.119,3.534,0,11,1,1,1,1,1,1
609,-0.003,0.0064,0.01764,119.1,0,0,999,118.9,0,0.092,3.248,0,11,0,1,1,1,1,1
760,-0.0023,0.0029,-0.18326,108.7,0,1,23.81,108.7,0.505,0.084,3.352,2,11,1,1,1,1,1,1
517,-0.0067,0.0037,0.03234,123.7,0,0,999,122.6,-0.212,0.092,3.406,0,11,0,1,1,1,1,1
399,-0.0115,0.0538,0.20482,78.6,0,2,17.25,81.3,0,0.116,4.11,1,11,1,1,1,1,1,1
468,0.0026,-0.0116,-0.10584,99.1,0,0,999,99.2,-0.321,0.045,3.766,2,11,0,1,1,1,1,1
412,-0.011,0.0119,-0.735,72.3,0,2,10.64,72.46666667,0,0,3.499,2,11,1,1,1,1,1,1
673,-0.0108,0.0132,0.04508,118.3,0,1,999,117.8,-0.111,0.063,3.229,0,11,0,1,1,1,1,1
541,-0.0106,0.0242,0.03528,125.6,0,0,999,127.3,-0.168,0.093,3.284,0,11,0,1,1,1,1,1
618,-0.0304,0.0305,0.02058,122.7,0,1,999,122.2,0.08,0.037,3.231,0,11,0,1,1,1,1,1
324,-0.0084,0.0002,0.049,103,0,1,38.59,103.675,0.301,0.07,3.232,0,11,1,1,1,1,1,1
766,-0.0121,0.0042,-0.00784,110.5,0,1,28.47,111.1,0.03,0.051,3.359,0,11,1,1,1,1,1,1
167,0.0121,-0.0043,-0.0441,119.2,0,2,32.98,118.6,-0.01,0.083,3.165,0,11,1,1,1,1,1,1
321,-0.0107,0.0101,-0.00098,103.6,0,1,32.61,104.2125,0.179,0.017,3.29,0,11,1,1,1,1,1,1
362,-0.007,0.0082,-0.02156,114.2,0,2,45.08,114.6166667,0.02,0.083,3.303,0,11,1,1,1,1,1,1
65,-0.013,-0.0299,-0.0931,119,0,0,999,118.6111111,0,0.12,3.473,2,11,0,1,1,1,1,1
192,-0.004444444,-0.008,0.044644444,120.1,0,1,999,119.7,0.08,0.082,3.36,0,11,0,1,1,1,1,1
93,-0.0112,-0.0223,0.30184,107.9,0,1,155.43,107.1125,0.07,-0.004,3.418,1,11,1,1,1,1,1,1
490,-0.005777778,0.006222222,0.003266667,111.7,0,1,999,109.5,0.19,0.088,3.232,0,11,0,1,1,1,1,1
621,-0.0166,0.0199,0.04312,122.4,0,1,999,123.4,-0.01,0.094,3.287,0,11,0,1,1,1,1,1
633,-0.0118,-0.002,0.0441,123,0,0,999,122.52,-0.332,0.076,3.216,0,11,0,1,1,1,1,1
463,-0.0028,-0.0237,-0.2401,94.4,0,0,999,92.9,-0.131,0.11,3.583,2,11,0,1,1,1,1,1
47,-0.0106,-0.0197,0.14014,105.3,0,2,22.89,104.2,-0.149,0.153,3.404,1,11,1,1,1,1,1,1
700,0.0001,-0.0034,-0.0931,108.9,0,2,34.29,110.4,-0.219,0.087,3.496,2,11,1,1,1,1,1,1
725,0.0053,0.0099,-0.24108,108,0,2,28.31,108.4,0.021,0.11,3.208,2,11,1,1,1,1,1,1
527,-0.0078,-0.0122,0.04606,125.3,0,0,999,124.5,-0.26,0.109,3.221,0,11,0,1,1,1,1,1
774,-0.0154,0.0041,-0.25284,109.7,0,1,26.95,109.4,-0.101,0.082,3.302,2,11,1,1,1,1,1,1
702,-0.0067,-0.0062,-0.0588,106.5,0,2,31.18,108.1,-0.192,0.098,3.235,0,11,1,1,1,1,1,1
243,-0.0025,-0.0127,0.04116,119.1,0,1,999,117.9,0.19,0.091,3.216,0,11,0,1,1,1,1,1
513,-0.0045,0.0364,0.02352,121.7,0,1,999,120.7666667,0.399,0.029,3.245,0,11,0,1,1,1,1,1
230,-0.0265,-0.0005,-0.049,120.7,0,1,115,121.4714286,-0.118,0.105,3.344,0,11,1,1,1,1,1,1
38,-0.0142,0.0027,-1.70E-18,96.9,0,2,20.95,96.2,-0.1,0.102,3.237,0,11,1,1,1,1,1,1
701,0.000777778,-0.002222222,-0.023955556,108.1,0,2,32.51,108.9,-0.233,0.09,3.272,0,11,1,1,1,1,1,1
436,-0.016,0.0003,-0.40866,78,0,2,71.01,78.1,-0.03,0.07,2.952,2,11,1,1,1,1,1,1
690,-0.025222222,0.001444444,0.2156,112.7,0,2,61.08,114.2,-0.332,0.103,3.323,1,11,1,1,1,1,1,1
150,-0.0174,-0.007,-0.11662,123.3,0,1,79.71,123.7,0.201,0.091,3.433,2,11,1,1,1,1,1,1
358,-0.016555556,-0.024555556,0.047911111,114.8,0,1,62.77,115.1428571,0.294,0.054,3.231,0,11,1,1,1,1,1,1
336,0.0036,-0.0122,-0.00588,108.3,0,2,52.76,107.9571429,-0.15,0.112,3.272,0,11,1,1,1,1,1,1
670,-0.023666667,-0.008,0.0588,118.4,0,1,144.13,118.4,0.262,0.059,3.288,0,11,1,1,1,1,1,1
429,-0.013,0.032,0.07742,66.6,0,2,18.28,65.4,0.07,0.062,3.213,1,11,1,1,1,1,1,1
512,-0.0055,0.0125,0.09604,121.1,0,1,28.75,120.1,0.569,0.109,3.403,1,11,1,1,1,1,1,1
292,0.0006,-0.0085,-0.08036,112.5,0,2,32.47,111.4,-0.08,0.147,3.26,2,11,1,1,1,1,1,1
736,-0.0124,0.0019,-0.03038,108.1,0,1,30.73,107,-0.151,0.136,3.31,0,11,1,1,1,1,1,1
196,-0.0077,-0.0098,-0.03234,119.7,0,1,999,120.5,-0.06,0.048,3.305,0,11,0,1,1,1,1,1
190,0.008888889,-0.002,-0.076222222,120.8,0,1,999,120.7,0.03,0.047,3.361,2,11,0,1,1,1,1,1
