Driver_tag,Timestamp,A_z,Lane_Change,No_Of_Veh,Dist_Veh,GPS,X_pos,Target,Vehicle_Flag,norm_avail,accr_avail,brek_avail,llc_avail,rlc_avail
11,507,0.0343,0,0,999,118,-0.03,0,0,1,1,1,1,1
11,509,0.10878,0,0,999,118.1,-0.299,1,0,1,1,1,1,1
11,511,0.042466667,-1,0,999,119.2,0,3,0,1,1,1,1,1
11,512,0.09604,0,1,28.75,120.1,0.569,1,1,1,1,1,1,1
11,513,0.02352,0,1,999,120.7666667,0.399,0,0,1,1,1,1,1
11,514,-0.03234,0,0,999,121.7,-0.03,0,0,1,1,1,1,1
11,516,-0.07448,0,1,999,122.8,-0.141,0,0,1,1,1,1,1
11,517,0.03234,0,0,999,122.6,-0.212,0,0,1,1,1,1,1
11,518,-0.04802,0,0,999,123.7,-0.256,0,0,1,1,1,1,1
11,520,-0.020688889,0,0,999,124.1,-0.23,0,0,1,1,1,1,1
11,521,0.02352,0,0,999,123.7,-0.149,0,0,1,1,1,1,1
11,525,0.03626,0,0,999,124.4,-0.201,0,0,1,1,1,1,1
11,526,0.10094,0,0,999,124.1,-0.294,1,0,1,1,1,1,1
11,527,0.04606,0,0,999,124.5,-0.26,0,0,1,1,1,1,1
11,528,0.0637,0,0,999,125.3,-0.23,0,0,1,1,1,1,1
11,534,-0.07546,0,0,999,129.1,-0.329,2,0,1,1,1,1,1
11,535,-0.25382,0,1,999,129.5,-0.328,2,0,1,1,1,1,1
11,537,-0.0539,0,1,999,129.9,-0.283,0,0,1,1,1,1,1
11,539,-0.00882,0,1,999,128.2,-0.129,0,0,1,1,1,1,1
11,540,0.043555556,0,0,999,127.7,-0.12,0,0,1,1,1,1,1
11,541,0.03528,0,0,999,127.3,-0.168,0,0,1,1,1,1,1
11,542,-0.00294,0,0,999,125.6,-0.17,0,0,1,1,1,1,1
11,544,0.08134,0,1,999,123.5,-0.01,1,0,1,1,1,1,1
11,545,0.11858,0,1,999,122.7,0.04,1,0,1,1,1,1,1
11,547,0.14308,0,1,999,122.1,0.05,1,0,1,1,1,1,1
11,550,-0.06762,0,2,999,123.2,-0.269,0,0,1,1,1,1,1
11,551,-0.12348,0,3,114.04,123.7,-0.341,2,1,1,1,1,1,1
11,552,-0.14308,0,3,111.46,122.9,-0.351,2,1,1,1,1,1,1
11,557,-0.01764,0,2,90.12,118.2,-0.191,0,1,1,1,1,1,1
11,558,0.22344,0,2,82.71,115.3,-0.3,1,1,1,1,1,1,1
11,559,0.1029,0,2,73.87,114.9,-0.33,1,1,1,1,1,1,1
11,560,0.129577778,0,2,67.91,115.2,-0.299,1,1,1,1,1,1,1
11,563,-0.00882,0,2,51.44,116.2,-0.08,0,1,1,1,1,1,1
11,564,-0.02254,0,2,48.1,116.3,-0.01,0,1,1,1,1,1,1
11,565,-0.08526,0,2,43.36,116.4,-0.059,2,1,1,1,1,1,1
11,566,-0.09212,0,2,43.33,116.2,-0.139,2,1,1,1,1,1,1
11,568,-0.0294,0,2,53.55,116.1,-0.262,0,1,1,1,1,1,1
11,570,0.053355556,0,1,38.56,114.7,-0.15,0,1,1,1,1,1,1
11,571,0.10682,0,1,29.31,114.7,-0.249,1,1,1,1,1,1,1
11,572,0.16366,0,1,25.53,115.2,-0.45,1,1,1,1,1,1,1
11,573,0.0931,-1,1,23.52,116.6,0,3,1,1,1,1,1,1
11,574,-0.049,0,1,999,118,0,0,0,1,1,1,1,1
11,576,-0.00392,0,1,999,120.4,0.489,0,0,1,1,1,1,1
11,577,0.0539,0,1,999,121.3,0.12,0,0,1,1,1,1,1
11,578,0.0196,0,1,999,122.5,-0.06,0,0,1,1,1,1,1
11,579,-0.06664,0,1,999,122.5,-0.07,0,0,1,1,1,1,1
11,580,-0.1568,0,0,999,123.7,-0.18,2,0,1,1,1,1,1
11,581,-0.09898,0,0,999,124.4,-0.098,2,0,1,1,1,1,1
11,582,-0.0882,0,0,999,123.9,-0.099,2,0,1,1,1,1,1
11,583,-0.02156,0,0,999,122.2,-0.14,0,0,1,1,1,1,1
11,585,0.01568,0,0,999,122.9,-0.18,0,0,1,1,1,1,1
11,586,0.05292,0,0,999,123,-0.13,0,0,1,1,1,1,1
11,587,-0.049,0,0,999,123.15,-0.257,0,0,1,1,1,1,1
